CaseOrder,Customer_id,Interaction,UID,City,State,County,Zip,Lat,Lng,Population,Area,TimeZone,Job,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
330,T369132,bad7853a-c59b-4775-ad6d-05ff1d14c4b4,7ddea13b733a3edd3cca75a1939474de,Maryville,TN,Blount,37801,35.66815,-84.08767,26381,Urban,America/New_York,Police officer,9,19,40902.49,Married,Female,Yes,8.816497541,8,0,1,No,Month-to-month,Yes,No,None,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Mailed Check,11.10356439,222.679213,1973.661316,4,3,4,2,5,3,4,3
331,T638377,c11933be-f9ea-4ee8-99e2-d98a3a3f21af,032767854e27511f225321e9c938d674,Lynch,NE,Boyd,68746,42.7922,-98.43848,396,Urban,America/Chicago,"Nurse, mental health",0,48,87568.16,Married,Female,Yes,11.11756812,12,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),9.734064703,200.132293,1755.645123,4,4,4,3,5,5,3,5
332,E369828,22f8ee76-7747-465e-b575-4b08b8d000f2,01301b3480b3f3f9aa9bc8b628880adf,Murphys,CA,Calaveras,95247,38.13806,-120.4532,4270,Suburban,America/Los_Angeles,Theatre manager,0,22,69327.78,Divorced,Male,Yes,13.07119875,10,2,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Mailed Check,12.21754865,262.610632,1758.735654,3,3,3,5,3,2,4,3
333,G948882,f10e7473-c647-4790-98f5-0807734ca821,39f4f38932752231e1583b7aa9ceef39,Halstead,KS,Harvey,67056,38.022,-97.52539,3098,Rural,America/Chicago,Sports administrator,1,69,5194.22,Married,Male,Yes,12.10865222,13,2,0,Yes,Month-to-month,Yes,No,None,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Credit Card (automatic),2.423722078,152.495236,557.0118807,3,3,1,3,3,4,3,3
334,Y748946,dd838834-dff7-4126-b8b8-56d9d6a2e804,5e6336bc043d3bec936b12915217bd5a,Scranton,PA,Lackawanna,18505,41.38781,-75.65313,20606,Suburban,America/New_York,Research scientist (maths),1,31,12951.51,Married,Male,No,9.681031902,15,1,0,No,One year,No,No,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Mailed Check,13.66061487,202.636202,2205.334092,3,3,3,4,3,2,4,4
335,O402306,c8ffb29f-7ee4-4883-8698-f6936607cd04,cd44dcee7c17a65ba74fee79b97526d9,Salmon,ID,Lemhi,83467,45.00975,-113.8991,5978,Suburban,America/Boise,"Therapist, music",9,79,11179.42,Never Married,Female,No,10.49495185,11,0,0,No,One year,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,No,Yes,Electronic Check,8.701581043,127.478341,1451.201108,3,2,2,3,4,4,4,5
336,D493050,ef543222-7468-4e28-aace-91d75072e502,5c6edabbaf33bafb9cc6f0d2946edc78,Fletcher,MO,Washington,63030,38.12778,-90.74521,340,Rural,America/Chicago,Soil scientist,0,65,47288.09,Divorced,Male,No,7.535866122,11,0,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),4.844060027,159.983006,609.0598401,3,5,3,2,4,5,5,5
337,D758871,0179f722-8a23-41aa-b43e-5cd3f9cd3bc3,55f0c79c9d3fe1edeff9665da1a61350,Centralia,KS,Nemaha,66415,39.68728,-96.14561,926,Rural,America/Chicago,Holiday representative,4,49,114398.35,Married,Male,Yes,8.713443753,10,2,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,6.485034974,124.960655,1221.100604,2,2,2,4,4,3,4,5
338,F353304,2de37fa1-790a-42d7-9c6a-b15523b9621f,47244989dcdbafb1e50aa73c8a40a727,Burlington Flats,NY,Otsego,13315,42.74411,-75.14516,1543,Suburban,America/New_York,"Producer, radio",6,69,105646.73,Separated,Female,Yes,7.191637555,10,1,0,Yes,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Mailed Check,1.14113241,252.62403,745.0493094,2,3,4,1,5,2,3,5
339,X960330,2685b0a8-7065-4073-b4de-3295968f335a,a5c8b23ac3664a906acb85976861bf49,Santa Monica,CA,Los Angeles,90401,34.01546,-118.49255,7256,Rural,America/Los_Angeles,Intelligence analyst,3,74,42386.84,Widowed,Male,No,12.2870805,9,0,0,No,Two Year,Yes,No,DSL,Yes,No,No,No,Yes,No,No,No,No,Mailed Check,7.69213424,104.97808,1220.452161,4,5,4,2,6,4,5,3
340,O463102,e9f861fc-8f3a-43d9-87f0-ceafa2e30f22,27af3588bd419a848b203a110a8de087,Hammond,IL,Piatt,61929,39.82479,-88.62133,683,Urban,America/Chicago,Geochemist,3,27,38864.57,Widowed,Male,Yes,10.66015784,10,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Electronic Check,13.73012915,204.961033,1771.472597,4,5,3,3,3,4,3,4
341,W202562,49ee53e6-2bfc-433b-bb6d-764dd8aec90a,c1eccd62c2e7f322ca42725075b11728,Dunkirk,MD,Calvert,20754,38.7366,-76.65283,6910,Rural,America/New_York,Probation officer,4,79,25215.22,Separated,Female,Yes,7.044096971,13,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),5.690013293,245.145743,1201.484293,2,2,3,3,2,3,1,3
342,B323829,3df726e3-fbfc-4389-9f6a-2e0e94493b51,a2af07e0ac7a1d47ac18a809e27b68ee,La Crescent,MN,Houston,55947,43.8247,-91.35784,7496,Urban,America/Chicago,Broadcast presenter,1,41,9302.3,Widowed,Female,No,12.14893118,14,1,0,No,Two Year,No,Yes,None,Yes,No,Yes,No,Yes,No,No,No,Yes,Bank Transfer(automatic),6.68894661,95.019486,764.3017535,5,5,4,4,4,4,5,5
343,M790643,f7f50fcc-3b0d-4776-a4a8-a49106926270,93ed4f5a06134222d217ee2e05e96196,Des Arc,MO,Iron,63636,37.29551,-90.57777,641,Urban,America/Chicago,Market researcher,0,51,45225.74,Divorced,Female,No,12.71107869,14,2,0,Yes,One year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,No,Electronic Check,9.475983046,169.937833,1022.415622,3,2,2,4,2,4,4,4
344,D555108,c3334166-9ace-4752-9d6b-3ccca10d4c8f,5c77839b180ec80f99dbb5763a871470,Dansville,MI,Ingham,48819,42.54641,-84.28539,2816,Rural,America/Detroit,Herpetologist,0,57,29976.15,Divorced,Male,Yes,9.759360165,14,0,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Credit Card (automatic),4.893221514,207.475448,1284.442486,5,5,5,5,2,5,4,5
345,W839946,0b667bca-2b4f-49db-b1b1-3e14796ca4f9,e1cea02ecef9531ed2089ab78ec8c597,Wyoming,WV,Wyoming,24898,37.59418,-81.60561,58,Urban,America/New_York,Commercial horticulturist,1,66,13155.79,Divorced,Female,No,2.816821044,13,0,1,No,Month-to-month,No,Yes,None,No,No,No,Yes,No,Yes,No,No,Yes,Credit Card (automatic),2.656915117,114.983787,289.9240291,3,2,4,2,4,3,2,3
346,O511762,3a0cf6f8-3aa9-4262-b5a0-e9c7788cbac5,a14d275b31cb6ed9fb949dfbac5e51dc,Arnoldsville,GA,Oglethorpe,30619,33.85751,-83.24105,1277,Rural,America/New_York,"Producer, television/film/video",4,85,14980.5,Divorced,Female,Yes,9.617602049,9,4,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),8.381515693,232.637807,1718.600163,6,6,5,3,5,4,4,4
347,B118954,a3349f1d-06af-4ffd-bf83-5f73b9f4fa8c,7877471287a6709bc95f69a80f1f5900,Morrilton,AR,Conway,72110,35.15468,-92.77548,11472,Suburban,America/Chicago,Fish farm manager,9,54,24017.57,Divorced,Female,No,13.06640293,14,2,1,No,Two Year,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Credit Card (automatic),14.53315436,225.131966,2494.633068,4,4,2,3,4,5,4,4
348,N28336,802ad2d8-ada5-48b9-a3ba-6224bc7cf7ca,1aea2f4814abce090fa5b158578bc04a,Bowie,TX,Montague,76230,33.51993,-97.95469,9762,Urban,America/Chicago,Special educational needs teacher,8,79,26204.77,Separated,Male,Yes,8.669204519,11,1,0,No,Two Year,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,13.62832619,212.641455,2270.749222,5,5,4,2,3,5,6,4
349,B871043,22acfa17-c429-4976-a881-0e28f6d238b9,8abb292780a11910091f8ecd557c74b9,Glasco,KS,Cloud,67445,39.37644,-97.81921,617,Urban,America/Chicago,Merchant navy officer,3,56,27978.78,Never Married,Male,Yes,13.97477268,10,3,0,No,Month-to-month,Yes,No,None,No,Yes,Yes,No,No,Yes,Yes,No,No,Electronic Check,1.281566108,152.495236,567.6177123,3,3,2,3,3,4,2,3
350,S317408,d8f0cd8b-425b-477f-b885-26003d5ebdec,723c3a1dd7511b36c89ac75110b9af6a,Durham,NY,Greene,12422,42.39258,-74.20335,307,Suburban,America/New_York,Chartered accountant,1,80,46622.3,Separated,Male,Yes,11.19861363,10,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),3.365552603,134.950905,380.0501404,4,3,3,4,3,5,5,4
351,S255098,fc3f04a6-d5f5-431f-a44e-ab143f217d71,d6471767c892adbeb3b625241f824ebb,Akron,OH,Summit,44311,41.06425,-81.52088,8447,Suburban,America/New_York,Architect,0,37,34419.26,Married,Female,Yes,10.18921185,12,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,5.397827503,200.132293,1436.408211,4,5,5,3,4,4,4,3
352,X426072,f9badcad-8c93-4bda-b113-af5857ac1fa1,8a3241b55d950071e3e9c2948cf8ee3e,Chester,PA,Delaware,19013,39.84792,-75.3761,35345,Urban,America/New_York,Psychiatric nurse,7,24,8507.97,Never Married,Female,No,9.518819692,11,3,0,No,Two Year,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Bank Transfer(automatic),9.001231999,197.470195,1852.503069,5,4,3,2,3,3,4,2
353,W452692,a54d9323-f46b-47e4-8094-c76ddebe7ba5,de5b3f41ea3ee3742d2f605b85eb44b6,Shelton,CT,Fairfield,6484,41.30601,-73.13829,41155,Rural,America/New_York,Farm manager,3,48,64420.19,Married,Male,No,11.01996949,15,3,2,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Electronic Check,10.9750814,192.456745,1312.008382,4,4,4,4,4,5,5,5
354,F858862,63f8d459-3043-4942-8e82-4c8b1d4e0c47,0eb020cb039b070d39cc125eb0697b9d,Clive,IA,Polk,50325,41.61465,-93.79822,17007,Rural,America/Chicago,Geoscientist,0,68,122263.81,Never Married,Female,Yes,14.91100172,15,2,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,No,Credit Card (automatic),7.825845378,162.471255,863.0820861,5,2,4,3,3,4,3,3
355,L944489,4ccd1580-e7f1-4c8a-896a-ec3bc60c4cb7,864e62711727473363f4c3554982274c,Oxbow,OR,Baker,97840,44.90644,-116.9271,115,Rural,America/Boise,Conference centre manager,3,74,64446.9,Married,Male,Yes,11.17971961,13,2,0,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Mailed Check,14.12966281,222.660939,1854.793303,4,4,4,5,3,3,2,1
356,K681982,b56bdefd-5d61-45a3-8f6a-39514ced69f9,1dfe8add4c7cc30bae37244e9c13cd67,Evans,WA,Stevens,99126,48.73963,-117.97195,1079,Urban,America/Los_Angeles,Archivist,1,37,20647.83,Never Married,Female,No,12.16826675,17,1,0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,No,No,No,No,No,Electronic Check,14.66914461,114.950905,1778.431765,4,4,4,2,5,3,3,4
357,F240900,ee08508b-5b41-4ba2-978d-b836629c4d14,da47f3aa720a8b7324f2b51257f81a43,New York,NY,New York,10001,40.75061,-73.99716,22924,Rural,America/New_York,"Lecturer, further education",0,54,23956.91,Separated,Male,Yes,17.39213562,10,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Mailed Check,5.388165017,182.446995,764.2419259,3,2,4,2,5,3,3,2
358,R164095,05663499-df32-49ee-afc0-1aa2f5fc53d6,de2dd21c839b28e32d8b43fc72400e60,Vernonia,OR,Columbia,97064,45.87264,-123.22832,3241,Suburban,America/Los_Angeles,"Horticulturist, commercial",1,84,56003.36,Separated,Male,No,12.02476736,10,1,0,No,Two Year,Yes,Yes,None,Yes,No,Yes,No,No,Yes,No,No,No,Electronic Check,2.810825808,95.005709,307.018806,2,3,3,6,2,3,4,3
359,O534672,6571ab30-8ab0-4923-bbd0-02dc198fa604,0da4e4d8903cca335cfeeb693e22764d,Boynton Beach,FL,Palm Beach,33426,26.534,-80.08297,23155,Suburban,America/New_York,"Surveyor, quantity",10,68,50150.81,Never Married,Male,Yes,6.6769165,12,2,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,No,Yes,No,Yes,No,Bank Transfer(automatic),2.485229169,172.456745,1179.782483,4,3,3,4,3,3,4,3
360,K473134,b3b09fa7-cdde-44d0-9695-e70f6ce4201b,70f4138cb199ed0fc750f7d041edc182,Kapaa,HI,Kauai,96746,22.09268,-159.38128,19324,Suburban,Pacific/Honolulu,Clothing/textile technologist,10,39,4180.22,Widowed,Female,No,11.78679636,7,1,0,No,Two Year,Yes,No,None,Yes,No,Yes,No,No,No,Yes,Yes,No,Mailed Check,2.051069457,177.65076,1040.034575,3,2,3,3,5,4,3,4
361,W211742,81a4a884-e471-4840-9c07-f921a0f449e0,e0782315395e6b97b6329706013eb7eb,Miami,FL,Miami-Dade,33133,25.7298,-80.24319,34460,Urban,America/New_York,Technical brewer,4,85,70023.28,Widowed,Male,No,7.846521648,14,2,0,No,One year,Yes,No,None,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Mailed Check,6.10108047,207.638588,1080.159892,4,3,5,4,3,4,4,4
362,H500107,cc03f533-1c18-4056-9e6c-abb14d6b5995,6b855fc1d71a30f678bd0a20d9558490,White Hall,AR,Jefferson,71602,34.2671,-92.14306,15900,Urban,America/Chicago,Landscape architect,1,86,40728.96,Separated,Female,Yes,5.670110512,13,2,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,4.950398978,220.118516,775.5613336,4,5,4,3,4,3,3,3
363,E998043,d0547d6c-b4e6-4254-8475-663ee1494cff,c63609f5eec288e14e65871b67511776,Plympton,MA,Plymouth,2367,41.96345,-70.80973,2945,Suburban,America/New_York,Information systems manager,1,70,69248.13,Separated,Female,No,13.37036883,19,1,0,No,Two Year,Yes,No,None,Yes,Yes,No,No,No,No,Yes,No,Yes,Mailed Check,10.16660427,137.468388,1061.587971,3,4,3,3,3,3,4,4
364,E965565,0a0fff8a-885a-4a90-ad74-6755edf98c33,645f655cec2b8d5954d282cf28b663ea,Washington,DC,District of Columbia,20017,38.93845,-76.99317,20450,Urban,America/New_York,Sales executive,1,33,65187.42,Widowed,Female,Yes,9.826229752,13,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Electronic Check,12.29558653,159.965008,1334.403775,4,5,3,4,4,5,3,4
365,S332430,35ce0976-0427-441a-8511-cb9be8729427,68e54b02efd03db71bebc9aaf100e9c2,Bonnerdale,AR,Garland,71933,34.41032,-93.42233,892,Rural,America/Chicago,Exercise physiologist,1,58,26005.77,Divorced,Female,No,12.07226102,13,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,No,Bank Transfer(automatic),24.8868126,182.465269,2346.143947,2,3,3,3,3,3,4,2
366,L596007,ce2ad518-9f34-448d-9e2f-775d4dbb678e,c1247962ca5560749cde5b3b681bf21f,Lumberton,NC,Robeson,28360,34.67465,-79.07344,14931,Urban,America/New_York,"Administrator, arts",2,58,10423.75,Widowed,Male,No,15.42491471,12,1,1,No,One year,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Mailed Check,9.660361769,129.977753,1491.768656,2,2,3,2,3,2,1,3
367,R760429,b3419d5c-e508-4c54-bc41-a3cc4076e899,7bab4e7319a2267278bfdbea1e2c676f,Blue Mountain Lake,NY,Hamilton,12812,43.8721,-74.41197,104,Urban,America/New_York,Careers adviser,4,42,28909.96,Divorced,Male,Yes,8.601959705,9,0,0,Yes,Month-to-month,Yes,Yes,None,Yes,Yes,No,No,No,No,No,No,No,Bank Transfer(automatic),7.663625954,112.484375,927.1279646,4,4,3,3,3,4,4,5
368,N954926,7208c2d6-ab43-47bb-966d-109178155bb5,3bfa377722e6d40751964e9ae4fc7dbc,Oneonta,NY,Otsego,13820,42.47465,-75.04058,21997,Rural,America/New_York,Musician,2,89,28219.28,Married,Male,No,8.787582345,10,0,0,No,One year,No,No,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,5.25445262,127.488728,686.9354616,5,6,6,4,4,5,6,5
369,Z164087,6f6c1de0-a587-4153-905f-9f9c753bb55a,b4823ceed30d37ae0a39e00c950bfce2,Yale,MI,St. Clair,48097,43.126,-82.82947,5302,Urban,America/Detroit,Lobbyist,2,63,67319.27,Widowed,Male,No,6.362190982,12,1,2,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),13.59137366,162.471255,1460.513443,2,3,3,4,4,3,3,4
370,Z714373,9167dd90-9177-4d20-96e9-294aaa7a4762,b75421a8b483dd4ce65bffd606ec9bf4,Nashville,GA,Berrien,31639,31.21657,-83.19141,10237,Suburban,America/New_York,"Therapist, occupational",0,18,71348.1,Divorced,Male,Yes,9.507249087,13,0,1,No,Month-to-month,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),12.3492819,154.961766,1942.250203,5,5,5,4,2,6,5,4
371,E862109,ad28119a-a548-4bc8-9137-1559a8e301ca,d1d93d607a67d9ba31f08a793f7953ba,Benton,KY,Marshall,42025,36.85642,-88.33455,19582,Suburban,America/Chicago,Claims inspector/assessor,4,82,39231.99,Never Married,Male,No,12.06831191,10,0,1,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Mailed Check,18.37317391,194.976769,1923.549943,6,4,5,5,2,5,5,4
372,S777773,78607f45-772e-4805-842f-0b124a1d35ed,da9aac6434846f4eddaebb4aafe30481,Berrien Springs,MI,Berrien,49104,41.9637,-86.35892,740,Urban,America/Detroit,Clinical biochemist,8,61,28129.21,Separated,Male,No,5.600227586,10,1,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Credit Card (automatic),8.498042024,192.48852,1239.802036,3,3,4,3,3,4,3,2
373,K974970,4378bf1b-fa75-4734-990d-428e1e9d3298,5be2c1fa13657a2924a791784a86d5e5,Killeen,TX,Bell,76549,31.01317,-97.82996,51767,Suburban,America/Chicago,Customer service manager,7,36,69104.9,Married,Male,No,13.15969677,14,1,0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Electronic Check,22.33583015,162.452604,2499.186161,2,3,4,4,3,3,4,3
374,S411723,33b2475d-428f-433c-912d-3b0586e38420,b9f8ee4c71c9eae3676102eb73398db8,Engelhard,NC,Hyde,27824,35.52143,-76.03259,2001,Urban,America/New_York,Recycling officer,1,87,31282.78,Never Married,Female,No,6.18537496,18,1,0,No,Two Year,No,No,None,Yes,No,Yes,No,No,No,Yes,No,Yes,Electronic Check,1.541545443,107.48056,302.3848209,3,4,4,3,5,4,4,3
375,C867654,78bb4f45-9043-4de3-afc1-af081f0b2e83,0db61c86023810449f6107927560934a,Buckeye,WV,Pocahontas,24924,38.22762,-80.18476,482,Suburban,America/New_York,Product/process development scientist,0,48,65229.24,Separated,Male,Yes,9.089998883,10,1,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,12.78453216,142.482694,1865.48625,2,3,3,4,2,3,5,3
376,V529956,a2b63a4f-fd5e-48d5-9ec8-b743a853e4a2,2b64e5d70188096769d132eebddd0ccd,Corolla,NC,Currituck,27927,36.4131,-75.8497,932,Suburban,America/New_York,Paramedic,8,56,15110.46,Widowed,Male,Yes,11.21142669,13,1,0,No,Two Year,No,Yes,None,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Electronic Check,2.527681829,165.018175,908.7910203,4,4,5,4,2,4,4,4
377,L538003,75294566-b850-44ab-bb1d-0811acccf0a7,409b30f8a906534d1dae6c5fadc4e639,Copper City,MI,Houghton,49917,47.28139,-88.35909,222,Suburban,America/Detroit,Landscape architect,0,57,66922.3,Divorced,Male,No,5.868957217,12,0,0,No,Month-to-month,No,Yes,None,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,7.065506244,125.007314,790.9469893,3,4,3,2,4,2,5,5
378,P120818,9636ab88-23b8-4104-8c77-83ec0eadaefe,6838d690864ec2b9eaaf6cd11d90aa9e,Carbon,TX,Eastland,76435,32.25176,-98.85668,467,Rural,America/Chicago,Fine artist,3,89,1666.59,Divorced,Male,Yes,2.657311067,12,2,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Credit Card (automatic),4.258552081,139.987503,956.2636975,3,2,3,3,3,4,4,3
379,H401803,5676caaa-b5da-44f5-be0c-a1f86341d7d8,c76ec1a8a7f16bdccd21da0e20bc9991,Wautoma,WI,Waushara,54982,44.07214,-89.29132,7079,Urban,America/Chicago,"Teacher, secondary school",6,30,50258.38,Separated,Female,No,13.75498892,11,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Electronic Check,4.801969514,112.455141,639.3261343,2,2,2,3,4,3,3,2
380,W309763,2a0057c2-0eca-4216-a1bc-fa2b08c12766,44ab1b7223b33c5414249b622002544f,Kenosha,WI,Kenosha,53142,42.54275,-87.94231,32929,Urban,America/Chicago,Data processing manager,4,54,54373.35,Divorced,Female,Yes,11.07079287,13,1,0,No,Two Year,No,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Mailed Check,5.204853319,212.622804,1572.045646,2,2,3,2,3,4,3,3
381,X715086,aa3bd668-c660-4216-b00c-ff6e7ee153ab,8291bb95dba698bd3d23ce00fd2da2b1,Lyons,NY,Wayne,14489,43.08495,-76.99001,6923,Urban,America/New_York,Government social research officer,5,55,33588.84,Widowed,Female,No,10.74788638,9,0,1,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),32.0730133,182.460772,3099.922244,3,3,4,4,2,5,5,5
382,L72577,68b5862d-8031-4f08-96a0-0c7e9f927c19,fd5ac42d2c60028fdd80ad58f9447f3b,Geneva,NY,Ontario,14456,42.84588,-77.00122,19201,Rural,America/New_York,Product manager,1,46,23629.05,Married,Female,Yes,15.68552752,10,1,2,Yes,One year,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Credit Card (automatic),11.16847385,159.947583,1599.727567,3,3,4,4,3,2,3,5
383,R753498,9ae6325d-f69f-4595-afdc-920c64944d96,03042efbab27d7eadfdee8e0bc5bf084,Hager City,WI,Pierce,54014,44.64671,-92.56765,2080,Rural,America/Chicago,Event organiser,0,18,91186.03,Separated,Female,No,10.08605721,13,0,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),16.8000196,245.145743,2188.672399,3,2,4,4,5,2,1,4
384,U843827,15318dc4-5544-42e4-afc6-5fb562a9a4eb,b710f4fd729898bbdf817413692a2157,Fishersville,VA,Augusta,22939,38.106,-78.97414,5983,Suburban,America/New_York,Accounting technician,0,58,20204.74,Never Married,Female,No,16.26782621,14,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,No,Mailed Check,17.6210362,149.977753,1586.699491,3,3,2,5,4,3,5,3
385,L152937,a88219e1-6f6e-4290-81da-f952c31a878b,fc89b3ada544e94d02f12b82071c1585,Brooklyn,NY,Kings,11205,40.69468,-73.96613,46064,Rural,America/New_York,"Engineer, land",1,60,37703.83,Divorced,Male,Yes,4.946414499,12,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Credit Card (automatic),17.18829795,184.967019,1828.279015,4,5,5,1,4,3,3,4
386,D765207,ed10a198-9ecf-4e6d-bfd4-9b3e34a33d12,8dc53e8808d8d8a4f1d96c83fb26f468,Hayward,CA,Alameda,94545,37.61469,-122.11908,32525,Rural,America/Los_Angeles,Lawyer,2,62,29117.32,Never Married,Female,No,14.19610787,7,1,0,Yes,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,17.52138221,92.455141,1866.966586,3,3,2,3,4,3,3,4
387,N700604,d3d8e81f-a217-4439-b7db-35fba93d2e6c,8ac6abf3a031f56b1dae46ba8a0d32bb,Whitehouse Station,NJ,Hunterdon,8889,40.60758,-74.75959,9562,Suburban,America/New_York,Restaurant manager,4,30,52531.72,Widowed,Female,No,15.83394061,14,1,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Yes,No,Yes,Credit Card (automatic),10.4103675,149.944668,1718.555203,5,4,3,3,4,4,4,3
388,J316639,87b56cf6-1f20-46bc-ac65-621e10644f0a,7363bdee951ff2c7c591c09a26d2aefa,Rebecca,GA,Turner,31783,31.76223,-83.47123,883,Urban,America/New_York,Dance movement psychotherapist,4,75,25742.72,Never Married,Male,Yes,7.663279641,16,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Mailed Check,3.310281145,167.456419,556.2193844,2,4,3,2,6,3,2,3
389,Y517622,8a2dcd16-ffbc-4310-af3a-196674ab773e,28acac20ea3e775f7feeb433d85cbcd9,Pindall,AR,Searcy,72669,36.06472,-92.87615,53,Suburban,America/Chicago,"Surveyor, insurance",7,23,21072.82,Married,Female,Yes,7.43893815,17,3,1,No,Month-to-month,No,No,None,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Electronic Check,2.993625911,197.516854,1035.183038,5,4,5,4,4,3,6,4
390,P454810,b1b8c0b6-045b-42f0-805c-8a53607dc3aa,54f2729d04540b392b916624bf43e9b9,Sheldon,VT,Franklin,5483,44.88196,-72.97201,1512,Suburban,America/New_York,Contracting civil engineer,1,84,37774.81,Married,Female,Yes,11.70582668,11,1,0,No,Month-to-month,No,No,None,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Electronic Check,16.26037537,152.488401,1580.43019,5,5,5,4,4,4,4,2
